"ID","Taxon","Common","Observer","Source","Date","Year","Phenology",,"InfestedArea_squarem",,"GrossArea_acre","Percent_Cover","Distribution","National Ownership","County","x","y","Location Description","description"
"gx28820","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-06-19",2013,,,,,,,,"* National Park Service","Marin",38.0616983333,-122.9731416667,"sfdrake rd",
"wb1185-85","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.47103021,-123.80474473,"Virgin Creek",
"wb1185-84","Carpobrotus edulis","Iceplant","Peter Rowland","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.46965187,-123.80768528,"SVirginCreekHeadlands1",
"wb1185-83","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.46831059,-123.80718341,"Headlands Area09",
"wb1185-82","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.46621564,-123.80713148,"Headlands Area10",
"wb1185-81","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.4632934,-123.80735306,"Headlands Area12",
"wb1185-80","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.46494539,-123.80691089,"Headlands Area11",
"wb1185-79","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.4616198,-123.80998976,"Headlands Area13",
"wb1185-78","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.4614639,-123.80870967,"Headlands Area14",
"wb1185-77","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.4601838,-123.80757739,"North Pudding Creek Headlands",
"wb1185-76","Carpobrotus edulis","Iceplant","Peter Rowland","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.45920512,-123.80708232,"NEPuddingCreekTrestle",
"wb1185-75","Carpobrotus edulis","Iceplant","Peter Rowland","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.45772911,-123.80665258,"PuddingCreekBeach",
"wb1185-73","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-19",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Mendocino",38.98652284,-123.70376086,"147Dunes S Lake DAvis",
"wb1185-86","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-19",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.47570527,-123.80327737,"Headlands Area07",
"wb1184-66","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-20",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Sonoma",38.44093236,-123.12442607,"blind beach 2",
"wb1184-65","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-20",2013,,,,,,"16.5",,"Other / Unknown","Sonoma",38.44123918,-123.12472642,"blindbeach",
"wb1184-64","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-20",2013,,,,,,"50.0",,"Other / Unknown","Sonoma",38.44255891,-123.1252916,"gr10",
"wb1184-63","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-20",2013,,,,,,"83.5",,"Other / Unknown","Sonoma",38.44380327,-123.12536528,"gr11",
"wb1184-61","Carpobrotus edulis","Iceplant","chris h","California State Parks WIMS","2013-06-20",2013,,,,,,"50.0",,"Other / Unknown","Sonoma",38.44609969,-123.12629794,"northgoat5",
"wb1184-62","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-20",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Sonoma",38.44557682,-123.12621436,"ng6",
"wb1184-72","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-21",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Sonoma",38.43242058,-123.12040438,"blind beach 6",
"wb1184-71","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-21",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Sonoma",38.43994499,-123.12270843,"blind beach 5",
"wb1184-70","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-21",2013,,,,,,"16.5",,"Other / Unknown","Sonoma",38.44073885,-123.12343825,"blind beach 4",
"wb1184-69","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-21",2013,,,,,,"16.5",,"Other / Unknown","Sonoma",38.44095352,-123.12399796,"blind beach 3",
"cbo17332","Carpobrotus edulis","Iceplant","Ramona Robison","California State Parks","2013-06-22",2013,"Mature",,"1 Acres",,,"95 - 100","Scattered Dense Patches","State Government","Marin",38.123993,-122.862284,"Tomales Bay State Park. North of Millerton access on east side of Tomales Bay",
"ce930","Carpobrotus edulis","Iceplant","Ramona Robison","California State Parks","2013-06-22",2013,,,,,,,,"State Government","Marin",38.108289,-122.846288,"Tomales Bay State Park Millerton Point, loop around parking area and marsh to the south east.",
606270,"Riparia riparia","Bank Swallow","john11","inaturalist","2013-06-24",2013,,,,,,,,,,44.877297,20.357773,"Zemun",
"wb1185-104","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.50803853,-123.78428411,"North ward Ave backdunes 2",
"wb1185-103","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"16.5",,"Other / Unknown","Mendocino",39.50331842,-123.78190586,"North Ward Ave Back Dunes",
"wb1185-102","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-26",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Mendocino",39.50661565,-123.7848726,"North of Ward Ave",
"wb1185-101","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.5039161,-123.78588036,"North of Ward Ave01",
"wb1185-99","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.50038551,-123.78899058,"Ward Ave West of Haul road",
"wb1185-98","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.49654983,-123.7913269,"WardAveS West Haulroad1",
"wb1185-96","Carpobrotus edulis","Iceplant","Adam hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.49408834,-123.79354951,"WestHaulRdNLakeCleone",
"wb1185-95","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.49202615,-123.79464228,"East Haulroad N Lake Cleone",
"wb1185-94","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.49034123,-123.79605489,"West MillCreek Road",
"wb1185-93","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.48992914,-123.79675337,"shoreline bluff",
"wb1185-105","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.50825011,-123.78341533,"North Ward Ave Backdunes4",
"wb1185-100","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-26",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.50142921,-123.7877017,"WardAve East Haul Road",
"wb1185-108","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-27",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.49388597,-123.79114097,"Pinewood CG1",
"wb1184-76","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-27",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Sonoma",38.42997854,-123.11989309,"b b6",
"wb1184-75","Carpobrotus edulis","Iceplant","BO","California State Parks WIMS","2013-06-27",2013,,,,,,"50.0",,"Other / Unknown","Sonoma",38.42991842,-123.12032345,"b b1",
"wb1184-74","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-27",2013,,,,,,"16.5",,"Other / Unknown","Sonoma",38.43982413,-123.12795687,"g r7",
"wb1184-73","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-27",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Sonoma",38.44046081,-123.12763321,"g r5",
"mcp154","Carpobrotus edulis","Iceplant","Pete Frye","MCOSD","2013-06-28",2013,"Mature",,,,0.017482184,50,"Dense Monoculture","City or County Government","Marin",37.88117939,-122.45449851,,
"wb1184-77","Carpobrotus edulis","Iceplant","ch","California State Parks WIMS","2013-06-28",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Sonoma",38.42180635,-123.11416755,"pocket cove 1",
"wb1163-255","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection","2013-07-01",2013,,,,,,,,"Other / Unknown","Marin",37.8590116667,-122.575048,"dune under stairs",
"gx20470","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-01",2013,,,,,,,,"* National Park Service","Marin",37.8590116667,-122.575048,"dune under stairs",
"gx16451","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-01",2013,"Flowering",,2.7,,"7.074248 square meters","37.5",,"* National Park Service","Marin",37.8590116667,-122.575048,"dune under stairs",
"gx9029","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-01",2013,,,,,,,,"* National Park Service","Marin",37.8590116667,-122.575048,"dune under stairs",
"mcp4344","Carpobrotus edulis","Iceplant","Monica Delmartini","MCOSD","2013-07-01",2013,"Mature",,,,0.0157659,"75 - 95","Dense Monoculture","City or County Government","Marin",37.88120255,-122.45450812,,
"wb1194-2407","Oenothera wolfii","Wolf's Evening Primrose","Brian and Eileen Keelan",,"2013-07-02",2013,,,,,,,,"Other / Unknown","Humboldt",41.03644,-124.11808,"Houda Pt -- Trinidad",
"wb1184-307","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-02",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.93715525,-117.25083202,"ext1",
"wb1184-306","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-02",2013,,,,,,"16.5",,"Other / Unknown","San Diego",32.93813111,-117.25388808,"ext",
"wb1184-305","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-02",2013,,,,,,"83.5",,"Other / Unknown","San Diego",32.93880822,-117.25816758,"tpsnr",
"wb1184-304","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-02",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","San Diego",32.94585879,-117.25324123,"Durango Dr.",
"wb1184-308","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-02",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.93828568,-117.25174156,"ext",
"mcp4513","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-07-05",2013,"Mature",,,,0.625207,50,"Dense Monoculture","City or County Government","Marin",37.91193595,-122.68060408,,
"gx3440","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-09",2013,,,,,,,,"* National Park Service","Marin",37.9217451667,-122.6730996667,"along lagoon",
327133,"Riparia riparia","Bank Swallow","gyrrlfalcon","inaturalist","2013-07-09",2013,,,,,,,,,,43.303845,-77.713015,"Braddock Bay Park","In the long lineup, there is one Bank Swallow; the second picture shows a nice comparison to a Tree Swallow."
"gx28927","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-07-11",2013,,,,,,,,"* National Park Service","Marin",38.0318116667,-122.9412583333,"on drake beach bluff",
"gx31515","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-07-11",2013,"Flowering",,67.3,,"69.037224 square meters","97.5",,"* National Park Service","Marin",38.0318116667,-122.9412583333,"on drake beach bluff",
338232,"Charadrius nivosus","Snowy Plover","finatic","inaturalist","2013-07-13",2013,,,,,,,,,,33.154751876,-115.7338946836,"Lack Seawall","Imperial County, California, US"
"wb1185-35","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.92038695,-117.25513116,"parry grove1",
"wb1185-34","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.92144728,-117.2528165,"nw of lodge",
"wb1185-33","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.92218032,-117.25512551,"east of rd",
"wb1185-32","Carpobrotus edulis","Iceplant","Sam","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.91668189,-117.24722728,"western reserve3",
"wb1185-31","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.91865893,-117.24860276,"no tp rd.08",
"wb1185-30","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.91986029,-117.24859378,"no tp rd.07",
"wb1185-29","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.92112044,-117.24923612,"no tp rd.06",
"wb1185-28","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0",,"Other / Unknown","San Diego",32.92122323,-117.24704705,"flintkote1",
"wb1185-26","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5",,"Other / Unknown","San Diego",32.92304892,-117.2511908,"no tp rd.04",
"wb1184-309","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.93546229,-117.24695335,"Long Boat Cove",
"wb1184-310","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.94416822,-117.25056012,"extension",
"wb1184-311","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.93510617,-117.25793619,"rr tracks",
"wb1184-312","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.92680036,-117.25487161,"coast hwy1",
"wb1184-313","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.92858561,-117.25852749,"coast hwy",
"wb1184-314","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.9217049,-117.25861706,"guy fleming",
"wb1184-315","Carpobrotus edulis","Iceplant","Sam","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.91929648,-117.25727949,"west reserve17",
"wb1184-316","Carpobrotus edulis","Iceplant","Sam","California State Parks WIMS","2013-07-15",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Diego",32.9179956,-117.25844821,"west reserve16",
"wb1184-317","Carpobrotus edulis","Iceplant","Sam","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.91795524,-117.25680458,"west reserve12",
"wb1184-318","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.91654973,-117.25850551,"yucca/razor pt",
"wb1184-319","Carpobrotus edulis","Iceplant","Sam","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.91613222,-117.25657107,"west reserve21",
"wb1184-320","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.90381493,-117.25416294,"tpsnr",
"wb1184-321","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.90286908,-117.25395164,"tpsnr",
"wb1184-322","Carpobrotus edulis","Iceplant","JM","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.89975427,-117.25366571,"beach12",
"wb1184-323","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.90122871,-117.25371444,"tpsnr",
"wb1184-324","Carpobrotus edulis","Iceplant","KH","California State Parks WIMS","2013-07-15",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Diego",32.89943077,-117.25343564,"tpsnr",
